1.2.47.5	aas	b2836	Z4154	ECs3693	
1.4.37.4	b2174	b2174	Z3433	ECs3066	
1.12.39.4	b2191	b2191			
1.8.45.4	b2225	b2225	Z3478	ECs3108	
1.10.45.4	b2226	b2226	Z3479	ECs3109	
1.12.45.4	b2227	b2227	Z3481	ECs3111	
1.3.15.4	b2228	b2228			
1.5.15.4	b2229	b2229	Z3482	ECs3112	
1.1.33.4	b2245	b2245	Z3503	ECs3130	
1.3.33.4	b2246	b2246	Z3504		
1.5.33.4	b2247	b2247	Z3505	ECs3135	
1.7.33.4	b2248	b2248	Z3506	ECs3136	
1.9.33.4	b2249	b2249	Z3507	ECs3137	
1.11.33.4	b2250	b2250	Z3508	ECs3138	
1.5.19.4	b2253	b2253	Z3511	ECs3141	
1.7.19.4	b2254	b2254	Z3512	ECs3142	
1.9.19.4	b2255	b2255	Z3513	ECs3143	
1.11.19.4	b2256	b2256	Z3514	ECs3144	
1.1.35.4	b2257	b2257	Z3515	ECs3145	
1.3.35.4	b2258	b2258	Z3517	ECs3146	
1.11.37.4	b2274	b2274			
1.1.23.4	b2275	b2275			
1.7.25.4	b2290	b2290	Z3551	ECs3174	
1.9.25.4	b2291	b2291	Z3552	ECs3175	
1.3.41.4	b2294	b2294	Z3555	ECs3178	
1.5.41.4	b2295	b2295	Z3556	ECs3179	
1.1.27.4	b2299	b2299	Z3561	ECs3183	
1.11.27.4	b2304	b2304	Z3566	ECs3188	
1.11.45.4	b2322	b2322	Z3585	ECs3206	
1.5.46.4	b2324	b2324	Z3587	ECs3208	
1.7.46.4	b2325	b2325	Z3588	ECs3209	
1.9.46.4	b2326	b2326	Z3589	ECs3210	
1.7.13.5	b2331	b2331	Z3594	ECs3214	
1.9.13.5	b2332	b2332			
1.11.13.5	b2333	b2333			
1.1.48.4	b2334	b2334			
1.3.48.4	b2335	b2335			
1.7.48.4	b2337	b2337			
1.11.48.4	b2339	b2339			
1.1.15.5	b2340	b2340	Z3603	ECs3223	
1.3.15.5	b2341	b2341	Z3604	ECs3224	
1.5.15.5	b2342	b2342	Z3605	ECs3225	
1.7.15.5	b2343	b2343	Z3606	ECs3226	
1.11.15.5	b2345	b2345	Z3609	ECs3228	
1.7.1.5	b2350	b2350			
1.9.1.5	b2351	b2351			
1.11.1.5	b2352	b2352			
1.1.17.5	b2353	b2353			
1.3.17.5	b2354	b2354			
1.1.3.5	b2359	b2359			
1.3.3.5	b2360	b2360			
1.5.3.5	b2361	b2361			
1.7.3.5	b2362	b2362			
1.9.3.5	b2363	b2363			
1.3.5.5	b2372	b2372	Z3635	ECs3252	
1.5.5.5	b2373	b2373	Z3637	ECs3253	
1.7.5.5	b2374	b2374	Z3639	ECs3254	
1.9.5.5	b2375	b2375	Z3640	ECs3255	
1.11.5.5	b2376	b2376			
1.1.21.5	b2377	b2377	Z3642	ECs3257	
1.5.21.5	b2379	b2379	Z3644	ECs3259	
1.7.21.5	b2380	b2380	Z3645	ECs3260	
1.9.21.5	b2381	b2381	Z3646	ECs3261	
1.11.21.5	b2382	b2382	Z3647	ECs3262	
1.1.7.5	b2383	b2383	Z3648	ECs3263	
1.3.7.5	b2384	b2384	Z3649	ECs3264	
1.5.7.5	b2385	b2385	Z3651	ECs3265	
1.7.7.5	b2386	b2386	Z3652	ECs3266	
1.9.7.5	b2387	b2387	Z3653	ECs3267	
1.1.23.5	b2389	b2389	Z3655	ECs3269	
1.3.23.5	b2390	b2390	Z3656	ECs3270	
1.5.23.5	b2391	b2391			
1.7.23.5	b2392	b2392	Z3658	ECs3271	
1.3.27.5	b2420	b2420			
1.12.46.4	b2429	b2429	Z3694	ECs3300	
1.2.13.5	b2430	b2430	Z3695	ECs3301	
1.4.13.5	b2431	b2431	Z3696	ECs3302	
1.6.13.5	b2432	b2432	Z3697	ECs3303	
1.8.13.5	b2433	b2433	Z3698	ECs3304	
1.10.13.5	b2434	b2434	Z3699	ECs3305	
1.6.48.4	b2438	b2438	Z3703	ECs3309	
1.8.48.4	b2439	b2439	Z3704	ECs3310	
1.2.15.5	b2442	b2442			
1.4.15.5	b2443	b2443			
1.6.15.5	b2444	b2444			
1.8.15.5	b2445	b2445			
1.10.15.5	b2446	b2446			
1.12.15.5	b2447	b2447			
1.2.1.5	b2448	b2448			
1.4.1.5	b2449	b2449			
1.6.1.5	b2450	b2450			
1.8.1.5	b2451	b2451	Z3707	ECs3313	
1.12.17.5	b2459	b2459	Z3715	ECs3321	
1.2.3.5	b2460	b2460	Z3716	ECs3322	
1.4.3.5	b2461	b2461	Z3717	ECs3323	
1.6.3.5	b2462	b2462	Z3718	ECs3324	
1.8.3.5	b2463	b2463	Z3719	ECs3325	
1.2.19.5	b2466	b2466	Z3722	ECs3328	
1.8.5.5	b2475	b2475	Z3734	ECs3337	
1.2.23.5	b2490	b2490	Z3750	ECs3352	
1.10.23.5	b2494	b2494	Z3757	ECs3356	
1.12.23.5	b2495	b2495	Z3758	ECs3357	
1.2.9.5	b2496	b2496	Z3759	ECs3358	
1.4.25.5	b2503	b2503	Z3766	ECs3365	
1.6.25.5	b2504	b2504	Z3768	ECs3366	
1.8.25.5	b2505	b2505	Z3769	ECs3367	
1.10.25.5	b2506	b2506	Z3770	ECs3368	
1.6.11.5	b2510	b2510			
1.8.11.5	b2511	b2511	Z3774	ECs3373	
1.10.11.5	b2512	b2512	Z3775	ECs3374	
1.12.11.5	b2513	b2513	Z3776	ECs3375	
1.4.47.4	b2520	b2520	Z3787	ECs3386	
1.10.14.5	b2529	b2529	Z3796	ECs3395	
1.2.49.4	b2531	b2531	Z3798	ECs3397	
1.4.49.4	b2532	b2532	Z3799	ECs3398	
1.8.49.4	b2534	b2534	Z3802	ECs3400	
1.2.10.5	b2595	b2595	Z3889	ECs3458	
1.4.10.5	b2596	b2596		ECs3459	
1.6.26.5	b2603	b2603	Z3897	ECs3466	
1.10.12.5	b2611	b2611	Z3905	ECs3474	
1.12.28.5	b2618	b2618	Z3911	ECs3480	
1.3.47.4	b2619	b2619	Z3912	ECs3481	
1.9.49.4	b2635	b2635			
1.11.49.4	b2636	b2636			
1.3.16.5	b2638	b2638			
1.5.16.5	b2639	b2639			
1.7.16.5	b2640	b2640			
1.9.16.5	b2641	b2641			
1.11.2.5	b2648	b2648	Z3949	ECs3516	
1.1.18.5	b2649	b2649	Z3950	ECs3517	
1.3.18.5	b2650	b2650			
1.5.18.5	b2651	b2651			
1.7.18.5	b2653	b2653			
1.9.18.5	b2654	b2654			
1.11.18.5	b2655	b2655	Z3954	ECs3518	
1.1.4.5	b2656	b2656			
1.3.4.5	b2657	b2657			
1.5.4.5	b2658	b2658	Z3955	ECs3519	
1.7.4.5	b2659	b2659	Z3956	ECs3520	
1.9.20.5	b2666	b2666	Z3965	ECs3527	
1.11.20.5	b2667	b2667	Z3966	ECs3528	
1.5.6.5	b2670	b2670	Z3970	ECs3531	
1.1.8.5	b2680	b2680			
1.3.8.5	b2681	b2681	Z3982	ECs3543	
1.5.8.5	b2682	b2682	Z3983	ECs3544	
1.7.24.5	b2689	b2689	Z3990	ECs3551	
1.3.12.5	b2710	b2710	Z4018	ECs3566	
1.9.31.5	b2736	b2736			
1.11.31.5	b2737	b2737			
1.5.47.5	b2740	b2740			
1.9.33.5	b2748	b2748	Z4056	ECs3602	
1.11.49.5	b2755	b2755			
1.1.35.5	b2756	b2756			
1.3.35.5	b2757	b2757			
1.5.35.5	b2758	b2758			
1.9.35.5	b2760	b2760			
1.9.37.5	b2772	b2772		ECs3629	
1.7.6.6	b2789	b2789	Z4105	ECs3649	
1.9.6.6	b2790	b2790	Z4106	ECs3650	
1.1.41.5	b2792	b2792	Z4108	ECs3652	
1.11.43.5	b2809	b2809	Z4126	ECs3669	
1.1.10.6	b2810	b2810	Z4127	ECs3670	
1.9.10.6	b2817	b2817	Z4134	ECs3674	
1.6.31.5	b2832	b2832	Z4150	ECs3689	
1.8.31.5	b2833	b2833	Z4151	ECs3690	
1.10.31.5	b2834	b2834	Z4152	ECs3691	
1.8.33.5	b2845	b2845	Z4165	ECs3702	
1.12.49.5	b2853	b2853	Z4174	ECs3710	
1.2.35.5	b2854	b2854	Z4175		
1.6.35.5	b2856	b2856			
1.8.35.5	b2857	b2857	Z4178	ECs3713	
1.10.35.5	b2858	b2858	Z4179	ECs3714	
1.12.35.5	b2859	b2859		ECs3715	
1.6.2.6	b2862	b2862	Z4200	ECs3736	
1.8.2.6	b2863	b2863	Z4201	ECs3737	
1.10.2.6	b2865	b2865	Z4203	ECs3738	
1.12.2.6	b2866	b2866	Z4205	ECs3739	
1.4.37.5	b2868	b2868	Z4207	ECs3741	
1.2.4.6	b2873	b2873	Z4212	ECs3746	
1.6.4.6	b2875	b2875	Z4214	ECs3748	
1.8.4.6	b2876	b2876	Z4215	ECs3749	
1.12.4.6	b2878	b2878	Z4217	ECs3751	
1.2.39.5	b2879	b2879	Z4218	ECs3752	
1.4.39.5	b2880	b2880	Z4219	ECs3753	
1.6.39.5	b2881	b2881	Z4220	ECs3754	
1.10.6.6	b2889	b2889	Z4227	ECs3761	
1.12.41.5	b2896	b2896	Z4234	ECs3768	
1.6.8.6	b2899	b2899	Z4237	ECs3771	
1.10.32.5	b2931	b2931	Z4276	ECs3807	
1.2.5.6	b2970	b2970			
1.4.5.6	b2971	b2971			
1.6.5.6	b2972	b2972			
1.8.5.6	b2973	b2973			
1.10.5.6	b2974	b2974			
1.12.40.5	b2981	b2981			
1.4.42.5	b2989	b2989	Z4343	ECs3874	
1.8.9.6	b2997	b2997	Z4351	ECs3882	
1.10.9.6	b2998	b2998	Z4352	ECs3883	
1.12.9.6	b2999	b2999	Z4353	ECs3884	
1.2.44.5	b3000	b3000			
1.4.44.5	b3001	b3001	Z4354	ECs3885	
1.10.44.5	b3004	b3004	Z4357	ECs3888	
1.4.11.6	b3007	b3007	Z4360	ECs3891	
1.9.30.5	b3015	b3015	Z4370	ECs3900	
1.7.46.5	b3020	b3020	Z4374	ECs3904	
1.9.46.5	b3021	b3021			
1.11.46.5	b3022	b3022			
1.1.32.5	b3023	b3023	Z4375	ECs3905	
1.9.32.5	b3027	b3027			
1.3.1.6	b3042	b3042	Z4400	ECs3930	
1.7.36.5	b3050	b3050	Z4402	ECs3932	
1.9.36.5	b3051	b3051	Z4403	ECs3933	
1.11.36.5	b3052	b3052	Z4405	ECs3935	
1.9.44.5	b3100	b3100	Z4454	ECs3982	
1.7.14.6	b3122	b3122			
1.4.20.6	b3254	b3254			
1.9.39.6	b3472	b3472	Z4846	ECs4321	
1.12.45.6	b3694	b3694			
1.6.24.7	b3776	b3776	Z5287	ECs4710	
1.3.47.6	b3808	b3808	Z5324	ECs4737	
1.3.14.7	b3814	b3814	Z5332	ECs4745	
1.11.2.7	b3836	b3836	Z5358	ECs4766	
1.1.18.7	b3837	b3837			
1.3.18.7	b3838	b3838	Z5359	ECs4767	
1.11.29.7	b3913	b3913	Z5458	ECs4839	
1.1.45.7	b3914	b3914			
1.7.39.7	b3975	b3975	Z5547	ECs4902	
1.12.28.7	b4103	b4103			
1.12.34.7	b4140	b4140	Z5745	ECs5121	
1.11.36.7	b4250	b4250	Z5863	ECs5227	
1.11.3.8	b4256	b4256	Z5868	ECs5233	
1.7.42.7	b4285	b4285			
1.9.42.7	b4286	b4286			
1.9.3.6	bacA	b3057	Z4410	ECs3940	
1.4.36.4	baeR	b2079	Z3248	ECs2887	
1.2.36.4	baeS	b2078	Z3247	ECs2886	
1.1.6.6	barA	b2786	Z4101	ECs3646	
1.8.30.7	basR	b4113	Z5715	ECs5095	
1.6.30.7	basS	b4112	Z5714	ECs5094	
1.1.7.7	bax	b3570	Z4995	ECs4453	
1.6.21.5	bcp	b2480	Z3739	ECs3342	
1.8.23.4	bcr	b2182	Z3441	ECs3074	
1.1.20.1	betA	b0311	Z0398	ECs0357	
1.3.20.1	betB	b0312	Z0399	ECs0358	
1.5.20.1	betI	b0313	Z0400	ECs0359	
1.7.20.1	betT	b0314	Z0401	ECs0360	
1.11.18.9	betW		Z1437	ECs3001	
1.12.17.6	bfr	b3336			
1.10.8.6	bglA	b2901	Z4239	ECs3773	
1.6.16.7	bglB	b3721			
1.8.16.7	bglF	b3722			
1.10.16.7	bglG	b3723			
1.3.22.8	bglJ	b4366	Z5967	ECs5326	
1.4.15.4	bglX	b2132	Z3381	ECs3019	
1.3.48.1	bioA	b0774	Z0993	ECs0852	
1.5.48.1	bioB	b0775	Z0994	ECs0853	
1.9.48.1	bioC	b0777	Z0996	ECs0855	
1.11.48.1	bioD	b0778	Z0997	ECs0856	
1.7.48.1	bioF	b0776	Z0995	ECs0854	
1.9.29.6	bioH	b3412	Z4767	ECs4255	
1.3.39.7	birA	b3973	Z5544	ECs4900	
1.11.3.7	bisC	b3551	Z4976	ECs4436	
1.11.3.4	bisZ	b1872	Z2925	ECs2582	
1.6.36.7	blc	b4149	Z5756	ECs5130	
1.11.6.2	bolA	b0435	Z0539	ECs0489	
1.3.35.1	brnQ	b0401	Z0499	ECs0451	
1.9.4.8	btuB	b3966	Z5527	ECs4897	
1.10.41.3	btuC	b1711	Z2740	ECs2418	
1.6.41.3	btuD	b1709	Z2738	ECs2416	
1.8.41.3	btuE	b1710	Z2739	ECs2417	
1.2.15.3	btuR	b1270	Z2540	ECs1842	
1.8.48.7	cadA	b4131	Z5734	ECs5113	
1.10.48.7	cadB	b4132	Z5735	ECs5114	
1.12.48.7	cadC	b4133	Z5736	ECs5115	
1.2.34.6	cafA	b3247	Z4605	ECs4119	
1.7.7.1	caiA	b0039	Z0045	ECs0042	
1.5.7.1	caiB	b0038	Z0044	ECs0041	
1.3.7.1	caiC	b0037	Z0043	ECs0040	
1.1.7.1	caiD	b0036	Z0042	ECs0039	
1.11.21.1	caiE	b0035	Z0041	ECs0038	
1.9.21.1	caiF	b0034	Z0040	ECs0037	
1.9.7.1	caiT	b0040	Z0046	ECs0043	
1.5.21.1	carA	b0032	Z0037	ECs0035	
1.7.21.1	carB	b0033	Z0038	ECs0036	
1.11.36.4	cbl	b1987	Z3146	ECs2783	
1.2.21.2	cbpA	b1000	Z1418	ECs1155	
1.7.3.6	cca	b3056	Z4409	ECs3939	
1.8.17.5	cchA	b2457	Z3713	ECs3319	
1.6.17.5	cchB	b2456	Z3712	ECs3318	
1.8.41.4	ccmA	b2201	Z3458	ECs3090	
1.6.41.4	ccmB	b2200	Z3457	ECs3089	
1.4.41.4	ccmC	b2199	Z3456	ECs3088	
1.2.41.4	ccmD	b2198	Z3455	ECs3087	
1.12.25.4	ccmE	b2197	Z3454	ECs3086	
1.10.25.4	ccmF	b2196	Z3453	ECs3085	
1.6.25.4	ccmH	b2194	Z3451	ECs3083	
1.2.17.4	cdd	b2143	Z3398	ECs3035	
1.9.45.7	cdh	b3918	Z5463	ECs4843	
1.6.29.1	cdsA	b0175	Z0186	ECs0177	
1.4.12.4	celA	b1738	Z2768	ECs2444	
1.2.12.4	celB	b1737	Z2767	ECs2443	
1.12.45.3	celC	b1736	Z2766	ECs2442	
1.10.45.3	celD	b1735	Z2765	ECs2441	
1.8.45.3	celF	b1734	Z2764	ECs2440	
1.10.9.11	cesD		Z5127	ECs4576	
1.10.33.3	cfa	b1661	Z2686	ECs2370	
1.3.7.3	chaA	b1216	Z1991	ECs1721	
1.5.7.3	chaB	b1217	Z1992	ECs1722	
1.7.7.3	chaC	b1218	Z1993	ECs1723	
1.7.40.3	cheA	b1888	Z2942	ECs2598	
1.9.5.4	cheB	b1883	Z2937	ECs2593	
1.11.5.4	cheR	b1884	Z2938	ECs2594	
1.5.40.3	cheW	b1887	Z2941	ECs2597	
1.7.5.4	cheY	b1882	Z2936	ECs2592	
1.5.5.4	cheZ	b1881	Z2935	ECs2591	
1.5.39.5	chpA	b2782	Z4097	ECs3642	
1.9.32.7	chpB	b4225	Z5836	ECs5203	
1.7.39.5	chpR	b2783	Z4098	ECs3643	
1.7.32.7	chpS	b4224	Z5835	ECs5202	
1.3.48.10	chuA		Z4911	ECs4380	
1.1.48.10	chuS		Z4910	ECs4379	
1.7.48.10	chuT		Z4913	ECs4382	
1.3.15.11	chuU		Z4918	ECs4386	
1.9.48.10	chuW		Z4914	ECs4383	
1.11.48.10	chuX		Z4915	ECs4384	
1.1.15.11	chuY		Z4917	ECs4385	
1.2.19.4	cirA	b2155	Z3411	ECs3047	
1.8.40.1	citA	b0619	Z0764	ECs0658	
1.10.40.1	citB	b0620	Z0765	ECs0659	
1.6.40.1	citC	b0618	Z0762	ECs0657	
1.4.40.1	citD	b0617	Z0761	ECs0656	
1.2.40.1	citE	b0616	Z0760	ECs0655	
1.12.5.2	citF	b0615	Z0759	ECs0654	
1.8.5.2	citG	b0613	Z0757	ECs0652	
1.8.16.2	clpA	b0882	Z1119	ECs0968	
1.8.24.5	clpB	b2592	Z3886	ECs3455	
1.3.41.1	clpP	b0437	Z0542	ECs0491	
1.5.41.1	clpX	b0438	Z0543	ECs0492	
1.5.27.3	cls	b1249	Z2026	ECs1749	
1.2.36.2	cmk	b0910	Z1256	ECs0993	
1.9.40.2	cmr	b0842	Z1069	ECs0922	
1.2.48.5	cmtA	b2933	Z4277	ECs3808	
1.4.48.5	cmtB	b2934	Z4278	ECs3809	
1.5.39.7	coaA	b3974	Z5545	ECs4901	
1.1.25.2	cobB	b1120	Z1761	ECs1498	
1.7.22.4	cobS	b1992	Z3152	ECs2787	
1.5.22.4	cobT	b1991	Z3151	ECs2786	
1.9.22.4	cobU	b1993	Z3153	ECs2788	
1.5.24.1	codA	b0337	Z0433	ECs0390	
1.3.24.1	codB	b0336	Z0432	ECs0389	
1.9.8.2	cof	b0446	Z0553	ECs0500	
1.7.14.7	corA	b3816	Z5333	ECs4746	
1.7.18.10	coxT		Z2970	ECs2622	
1.9.30.7	cpdB	b4213	Z5824	ECs5191	
1.4.16.4	cpsB	b2049	Z3213	ECs2854	
1.2.16.4	cpsG	b2048	Z3194	ECs2835	
1.7.29.7	cpxA	b3911	Z5456	ECs4837	
1.9.29.7	cpxR	b3912	Z5457	ECs4838	
1.2.7.2	crcA	b0622	Z0767	ECs0661	
1.6.7.2	crcB	b0624	Z0770	ECs0663	
1.2.26.8	creA	b4397	Z6000	ECs5355	
1.4.26.8	creB	b4398	Z6001	ECs5356	
1.6.26.8	creC	b4399	Z6002	ECs5357	
1.8.26.8	creD	b4400	Z6003	ECs5358	
1.4.24.1	crl	b0240	Z0301	ECs0267	
1.6.21.6	crp	b3357	Z4718	ECs4208	
1.9.11.5	crr	b2417	Z3683	ECs3289	
1.12.27.2	csgA	b1042	Z1676	ECs1420	
1.10.27.2	csgB	b1041	Z1675	ECs1419	
1.2.43.2	csgC	b1043	Z1677	ECs1421	
1.8.27.2	csgD	b1040	Z1673	ECs1417	
1.6.27.2	csgE	b1039	Z1672	ECs1416	
1.4.27.2	csgF	b1038	Z1671	ECs1415	
1.2.27.2	csgG	b1037	Z1670	ECs1414	
1.10.49.4	csiE	b2535	Z3804	ECs3401	
1.9.19.7	cspA	b3556	Z4981	ECs4441	
1.5.47.3	cspB	b1557			
1.8.11.4	cspC	b1823	Z2868	ECs2533	
1.4.16.2	cspD	b0880	Z1117	ECs0966	
1.4.7.2	cspE	b0623	Z0769	ECs0662	
1.7.47.3	cspF	b1558			
1.6.19.2	cspG	b0990	Z1406	ECs1145	
1.4.19.2	cspH	b0989	Z1405	ECs1144	
1.7.31.3	cspI	b1552			
1.11.24.5	csrA	b2696	Z3998	ECs3553	
1.2.3.2	cstA	b0598	Z0740	ECs0637	
1.2.48.3	cstC	b1748	Z2780	ECs2454	
1.6.34.7	cutA	b4137	Z5742	ECs5118	
1.3.38.3	cutC	b1874	Z2927	ECs2584	
1.6.2.1	cutF	b0192	Z0204	ECs0194	
1.5.29.4	cvpA	b2313	Z3575	ECs3197	
1.11.12.7	cyaA	b3806	Z5322	ECs4736	
1.1.47.6	cyaY	b3807	Z5323	ECs4738	
1.12.24.3	cybB	b1418	Z2303	ECs2023	
1.7.34.7	cybC	b4236	Z5846	ECs5213	
1.11.44.7	cycA	b4208	Z5819	ECs5186	
1.7.42.1	cydA	b0733	Z0900	ECs0768	
1.9.42.1	cydB	b0734	Z0901	ECs0769	
1.2.32.2	cydC	b0886	Z1230	ECs0971	
1.4.32.2	cydD	b0887	Z1231	ECs0972	
1.7.24.1	cynR	b0338	Z0434	ECs0391	
1.11.24.1	cynS	b0340	Z0436	ECs0393	
1.9.24.1	cynT	b0339	Z0435	ECs0392	
1.1.10.1	cynX	b0341	Z0437	ECs0394	
1.5.6.2	cyoA	b0432	Z0535	ECs0486	
1.3.6.2	cyoB	b0431	Z0534	ECs0485	
1.1.6.2	cyoC	b0430	Z0533	ECs0484	
1.11.39.1	cyoD	b0429	Z0532	ECs0483	
1.9.39.1	cyoE	b0428	Z0531	ECs0482	
1.7.27.5	cysA	b2422	Z3687	ECs3293	
1.12.15.3	cysB	b1275	Z2535	ECs1847	
1.1.49.5	cysC	b2750	Z4058	ECs3604	
1.5.49.5	cysD	b2752	Z4060	ECs3606	
1.6.46.6	cysE	b3607	Z5034	ECs4485	
1.4.23.6	cysG	b3368	Z4729	ECs4219	
1.1.2.6	cysH	b2762	Z4072	ECs3617	
1.3.2.6	cysI	b2763	Z4073	ECs3618	
1.5.2.6	cysJ	b2764	Z4074	ECs3619	
1.3.11.5	cysK	b2414	Z3680	ECs3286	
1.5.27.5	cysM	b2421	Z3686	ECs3292	
1.3.49.5	cysN	b2751	Z4059	ECs3605	
1.4.46.4	cysP	b2425	Z3690	ECs3296	
1.11.30.7	cysQ	b4214	Z5825	ECs5192	
1.2.6.2	cysS	b0526	Z0681	ECs0588	
1.11.27.5	cysU	b2424	Z3689	ECs3295	
1.9.27.5	cysW	b2423			
1.1.11.5	cysZ	b2413	Z3679	ECs3285	
1.5.33.7	cytR	b3934	Z5481	ECs4861	
1.10.42.1	dacA	b0632	Z0777	ECs0670	
1.1.24.6	dacB	b3182	Z4544	ECs4061	
1.3.40.2	dacC	b0839	Z1066	ECs0919	
1.7.40.4	dacD	b2010	Z3171	ECs2812	
1.9.17.3	dadA	b1189	Z1952	ECs1684	
1.11.17.3	dadX	b1190	Z1953	ECs1685	
1.6.41.6	dam	b3387	Z4740	ECs4229	
1.8.41.6	damX	b3388	Z4741	ECs4230	
1.2.21.5	dapA	b2478	Z3737	ECs3340	
1.3.21.1	dapB	b0031	Z0036	ECs0034	
1.12.27.1	dapD	b0166	Z0176	ECs0168	
1.2.5.5	dapE	b2472	Z3730	ECs3334	
1.5.47.6	dapF	b3809	Z5326	ECs4739	
1.4.27.3	dbpA	b1343	Z2417	ECs1927	
1.12.18.4	dcd	b2065	Z3233	ECs2872	
1.3.18.4	dcm	b1961	Z3054	ECs2699	
1.1.14.3	dcp	b1538	Z2160	ECs2147	
1.3.15.7	dctA	b3528	Z4942	ECs4408	
1.8.34.7	dcuA	b4138	Z5743	ECs5119	
1.4.32.7	dcuB	b4123	Z5725	ECs5105	
1.12.40.1	dcuC	b0621	Z0766	ECs0660	
1.3.21.5	ddg	b2378	Z3643	ECs3258	
1.9.16.1	ddlA	b0381	Z0477	ECs0431	
1.5.31.1	ddlB	b0092	Z0102	ECs0096	
1.1.36.6	deaD	b3162	Z4523	ECs4043	
1.1.45.4	dedA	b2317	Z3579	ECs3201	
1.7.29.4	dedD	b2314	Z3576	ECs3198	
1.8.24.6	def	b3287	Z4657	ECs4152	
1.12.16.6	degQ	b3234	Z4593	ECs4107	
1.2.32.6	degS	b3235	Z4594	ECs4108	
1.5.24.8	deoA	b4382	Z5984	ECs5341	
1.7.24.8	deoB	b4383	Z5985	ECs5342	
1.3.24.8	deoC	b4381	Z5983	ECs5340	
1.9.24.8	deoD	b4384	Z5986	ECs5343	
1.5.40.2	deoR	b0840	Z1067	ECs0920	
1.10.17.7	dfp	b3639	Z5063	ECs4514	
1.8.33.7	dgkA	b4042	Z5641	ECs5025	
1.8.45.6	dgoA	b3692			
1.10.45.6	dgoK	b3693			
1.6.45.6	dgoT	b3691			
1.12.11.1	dgt	b0160	Z0171	ECs0164	
1.7.49.3	dicA	b1570			
1.3.35.3	dicB	b1575			
1.5.49.3	dicC	b1569			
1.10.3.7	dinD	b3645	Z5070	ECs4520	
1.12.33.7	dinF	b4044	Z5643	ECs5027	
1.7.18.2	dinG	b0799	Z1020	ECs0877	
1.2.31.2	dinI	b1061	Z1698	ECs1439	
1.12.6.1	dinJ	b0226	Z0285	ECs0253	
1.10.22.1	dinP	b0231	Z0292	ECs0258	
1.9.45.4	div	b2321	Z3583	ECs3205	
1.6.9.1	dksA	b0145	Z0156	ECs0149	
1.6.15.4	dld	b2133	Z3382	ECs3020	
1.6.18.2	dmsA	b0894	Z1240	ECs0979	
1.8.18.2	dmsB	b0895	Z1241	ECs0980	
1.10.18.2	dmsC	b0896	Z1242	ECs0981	
1.4.47.6	dnaA	b3702	Z5193	ECs4637	
1.4.35.7	dnaB	b4052	Z5650	ECs5034	
1.5.36.8	dnaC	b4361	Z5961	ECs5321	
1.12.15.1	dnaE	b0184	Z0196	ECs0186	
1.3.5.6	dnaG	b3066	Z4419	ECs3949	
1.7.3.1	dnaJ	b0015	Z0015	ECs0015	
1.5.3.1	dnaK	b0014	Z0014	ECs0014	
1.2.47.6	dnaN	b3701	Z5192	ECs4636	
1.4.20.1	dnaQ	b0215	Z0241	ECs0211	
1.7.36.8	dnaT	b4362	Z5962	ECs5322	
1.7.12.2	dnaX	b0470	Z0587	ECs0523	
1.8.4.1	dniR	b0211	Z0235	ECs0207	
1.11.17.7	dppA	b3544	Z4961	ECs4424	
1.9.17.7	dppB	b3543	Z4960	ECs4423	
1.7.17.7	dppC	b3542	Z4959	ECs4422	
1.5.17.7	dppD	b3541	Z4958	ECs4421	
1.3.17.7	dppF	b3540	Z4957	ECs4420	
1.9.20.2	dps	b0812	Z1034	ECs0890	
1.1.6.7	dsbA	b3860	Z5392	ECs4783	
1.1.17.3	dsbB	b1185	Z1948	ECs1680	
1.6.41.5	dsbC	b2893	Z4231	ECs3765	
1.4.34.7	dsbD	b4136	Z5741	ECs5117	
1.8.25.4	dsbE	b2195	Z3452	ECs3084	
1.2.38.1	dsbG	b0604	Z0748	ECs0643	
1.3.19.5	dsdA	b2366	Z3628	ECs3245	
1.11.3.5	dsdC	b2364			
1.1.19.5	dsdX	b2365	Z3627		
1.11.16.4	dsrB	b1952	Z3042	ECs2691	
1.12.17.7	dut	b3640	Z5064	ECs4515	
1.5.4.2	dxs	b0420	Z0523	ECs0474	
1.12.40.10	eae		Z5110	ECs4559	
1.9.2.1	eaeH	b0297	Z0375	ECs0336	
1.9.40.5	ebgA	b3076	Z4429	ECs3958	
1.11.40.5	ebgC	b3077	Z4430	ECs3959	
1.7.40.5	ebgR	b3075	Z4428	ECs3957	
1.6.41.10	ecnB		Z5754		
1.12.27.4	eco	b2209	Z3467	ECs3098	
1.8.23.1	ecpD	b0140			
1.3.11.9	ecpD		Z0151	ECs0144	
1.3.34.3	eda	b1850	Z2902	ECs2560	
1.5.34.3	edd	b1851	Z2903	ECs2561	
1.2.36.7	efp	b4147	Z5752	ECs5128	
1.9.21.4	elaA	b2267	Z3527	ECs3155	
1.7.21.4	elaB	b2266	Z3526	ECs3154	
1.11.21.4	elaC	b2268	Z3528	ECs3156	
1.1.37.4	elaD	b2269	Z3529	ECs3157	
1.11.8.5	emrA	b2685	Z3986	ECs3547	
1.1.24.5	emrB	b2686	Z3987	ECs3548	
1.4.23.7	emrD	b3673	Z5168	ECs4614	
1.10.8.2	emrE	b0543	Z1870	ECs1614	
1.7.19.5	emrK	b2368	Z3630	ECs3247	
1.9.8.5	emrR	b2684	Z3985	ECs3546	
1.5.19.5	emrY	b2367	Z3629	ECs3246	
